key,sweep,controller,t,theta_deg,finger_normal_N,finger_tangential_N,table_normal_N,table_slip_mm,finger_slide_mm
size|force|78.00|0.00|0.800,size,force,1.1005,0.006462334370294494,9.977824129787932,2.6680303865382164,13.241586903108367,0.04543326158934743,0.40201709809992237
size|force|78.00|0.00|0.800,size,force,1.1045,0.006473685201570114,9.977626077333229,2.6696706475786622,13.238359050503053,0.0455997583247417,0.4034816402331915
size|force|78.00|0.00|0.800,size,force,1.1085,0.006484481358263389,9.977538813818168,2.6704225579248444,13.236965223622878,0.04576633831693527,0.404943764898004
size|force|78.00|0.00|0.800,size,force,1.1125,0.00650003220629702,9.975384350203816,2.6885811062731166,13.202719656138562,0.04593128378571238,0.40636025911873713
size|force|78.00|0.00|0.800,size,force,1.1165,0.0064624202726793496,9.978085388545388,2.6660254284266447,13.245974570760772,0.04609786570532392,0.40785747280678153
size|force|78.00|0.00|0.800,size,force,1.1205,0.006469887076499256,9.977785096533458,2.6683809110357726,13.240964779010167,0.04626441719702553,0.4093248195530924
size|force|78.00|0.00|0.800,size,force,1.1245,0.006481618782672373,9.977535578669302,2.6704532902155775,13.236865170375516,0.046430257481564326,0.41079011013451927
size|force|78.00|0.00|0.800,size,force,1.1285,0.006494728183134145,9.975410317439886,2.688336480706749,13.203058578062482,0.04659673771282837,0.4122071083877646
size|force|78.00|0.00|0.800,size,force,1.1325,0.00647658339246866,9.978558183884394,2.6625720900234753,13.254150264376156,0.0467637858949067,0.41369166920380207
size|force|78.00|0.00|0.800,size,force,1.1365,0.006466870408459837,9.977786086569267,2.6683655951524767,13.240954622537892,0.0469301202158377,0.41517190665120784
size|force|78.00|0.00|0.800,size,force,1.1405,0.006478902725539672,9.977622440825607,2.6697059940090755,13.238304414622963,0.04709623254982175,0.4166352519991863
size|force|78.00|0.00|0.800,size,force,1.1445,0.00649267015591249,9.977489543233458,2.670872885427968,13.236178927869023,0.04726279640242896,0.41809798617958216
size|force|78.00|0.00|0.800,size,force,1.1485,0.006472760383543979,9.978568907908686,2.662446828399531,13.254327589725236,0.047429917530886795,0.41953878417264706
size|force|78.00|0.00|0.800,size,force,1.1525,0.006466852127824453,9.977779355557951,2.668413630880173,13.240863771354302,0.04759590224964157,0.4210186604041079
size|force|78.00|0.00|0.800,size,force,1.1565,0.0064799890462705345,9.977619740330804,2.6697296047749637,13.238269483569457,0.04776255977934586,0.42248201354273707
size|force|78.00|0.00|0.800,size,force,1.1605,0.006495686852559829,9.975468627614777,2.6878780886301374,13.203926059481642,0.047927622795101585,0.4239010416880466
size|force|78.00|0.00|0.800,size,force,1.1645,0.006465047438682189,9.978057183208852,2.6662529154193546,13.245523651245199,0.04809451515137364,0.42539714398292466
size|force|78.00|0.00|0.800,size,force,1.1685,0.006474918199069176,9.977772133257844,2.66849181940945,13.24076669786131,0.04826119797281447,0.42686376931141246
size|force|78.00|0.00|0.800,size,force,1.1725,0.006486481509411819,9.977533639407822,2.670466925168471,13.236871673844169,0.048427641057037576,0.4283291003223213
size|force|78.00|0.00|0.800,size,force,1.1765,0.006472155463993252,9.978537591144455,2.6626882164428487,13.253808229570684,0.04859472824710611,0.4297707516058903
size|force|78.00|0.00|0.800,size,force,1.1805,0.006469779507767562,9.9777708990621,2.6684872423688857,13.24072850584108,0.048760310275798434,0.4312492843767123
size|force|78.00|0.00|0.800,size,force,1.1845,0.006485685345983563,9.97753065980211,2.670490976212088,13.236828904214121,0.048926934124124015,0.43271406589314015
size|force|78.00|0.00|0.800,size,force,1.1885,0.006473318693018873,9.978525411262426,2.6627842817577094,13.253606878593088,0.04909384626631951,0.43415548653715397
size|force|78.00|0.00|0.800,size,force,1.1925,0.006470967860712339,9.977768257064938,2.6685253870958543,13.240650520693771,0.04926012969469381,0.43563421092109694
size|force|78.00|0.00|0.800,size,force,1.1965,0.00648755823926426,9.977530294692667,2.670494996295916,13.236823683139013,0.04942596415707144,0.4370983344410111
size|force|78.00|0.00|0.800,size,force,1.2005,0.006474802749181429,9.978514823913965,2.6628623499339295,13.253439599999794,0.04959313377273688,0.438540170908364
size|force|78.00|0.00|0.800,size,force,1.2045,0.006472226244658041,9.977764949830442,2.668537151651208,13.240644262510699,0.04975962372025495,0.4400188686224113
size|force|78.00|0.00|0.800,size,force,1.2085,0.006489341414071485,9.977530073486875,2.6705164995938233,13.236764534768799,0.0499253416643848,0.44148281501050796
size|force|78.00|0.00|0.800,size,force,1.2125,0.006476677240313226,9.978504164898919,2.6629425469452124,13.253268676734397,0.050092327235942063,0.44292469040455223
size|force|78.00|0.00|0.800,size,force,1.2165,0.006473807743597213,9.977762185669286,2.6685620841653828,13.24059997405337,0.050259023739251785,0.44440337566138244
size|force|78.00|0.00|0.800,size,force,1.2205,0.006489828739795607,9.977529577300379,2.6705053421481746,13.236817796820002,0.050425625028980556,0.44586790568094803
size|force|78.00|0.00|0.800,size,force,1.2245,0.006478522063627381,9.978492807453708,2.6630373633041162,13.253078622826756,0.050591984702717065,0.4473094766051121
size|force|78.00|0.00|0.800,size,force,1.2285,0.006475467963681071,9.977759283845169,2.6685831260947777,13.240563329118654,0.050758727433450175,0.4487879905966124
size|force|78.00|0.00|0.800,size,force,1.2325,0.006493990437756918,9.977529917709788,2.6705029069767794,13.23681084867392,0.05092118047983992,0.4502496482079631
size|force|78.00|0.00|0.800,size,force,1.2365,0.006481789654314862,9.978481990014005,2.663115561961797,13.2529084521776,0.051086533987750746,0.45169101686040375
size|force|78.00|0.00|0.800,size,force,1.2405,0.006477625046967585,9.97775649759526,2.6686007296060117,13.240524813900146,0.051253201007830276,0.4531694781427636
size|force|78.00|0.00|0.800,size,force,1.2445,0.006493038499488974,9.97752894446647,2.670515387976324,13.236798299857448,0.05141973035851714,0.45463394775892707
size|force|78.00|0.00|0.800,size,force,1.2485,0.006481016702302067,9.97847180423597,2.663192640829194,13.252744308766427,0.05158695798206136,0.4560765336138152
size|force|78.00|0.00|0.800,size,force,1.2525,0.0064792913207316295,9.9777535211349,2.6686345583464077,13.240470815371937,0.05175260064838879,0.4575538514163323
size|force|78.00|0.00|0.800,size,force,1.2565,0.006496330036216626,9.977528059391044,2.6705162891083383,13.236957823648975,0.05191738996456904,0.45901694231710044
size|force|78.00|0.00|0.800,size,force,1.2605,0.0064846218207479725,9.97846196970085,2.66325788487403,13.252579216063287,0.05208233507930316,0.46045838209069845
size|force|78.00|0.00|0.800,size,force,1.2645,0.006475404378512721,9.977777853377226,2.6684004659397997,13.240863884603224,0.05224733501707215,0.4619357390409599
size|force|78.00|0.00|0.800,size,force,1.2685,0.006495441986981947,9.97752702572912,2.670531508058431,13.236860845887975,0.052412098855323934,0.4633990303032616
size|force|78.00|0.00|0.800,size,force,1.2725,0.006480153231530033,9.97854734457454,2.662562172252364,13.254004215540903,0.05257729993751246,0.46483917502357547
size|force|78.00|0.00|0.800,size,force,1.2765,0.0064793073668428436,9.97774566496843,2.6687209013148454,13.240263091309028,0.05274343977346589,0.46631861118861007
size|force|78.00|0.00|0.800,size,force,1.2805,0.006491458623703419,9.977531205763096,2.6704740327266525,13.236845319433638,0.052908944008391016,0.46778261688545353
size|force|78.00|0.00|0.800,size,force,1.2845,0.006487278100549239,9.978433816432997,2.663527246510637,13.252111390987253,0.05307259492920583,0.46922293505029605
size|force|78.00|0.00|0.800,size,force,1.2885,0.00648353217775587,9.97760472990092,2.66982761167596,13.238024370765892,0.05323891212477714,0.4707033756870152
size|force|78.00|0.00|0.800,size,force,1.2925,0.0065051354793203885,9.975703761253639,2.686051502758239,13.20768121386094,0.05340298345743162,0.47212162494750587
size|force|78.00|0.00|0.800,size,force,1.2965,0.00647882860766403,9.977990162242245,2.666781783140023,13.244457014257705,0.05356948371915419,0.47361699555458636
size|force|78.00|0.00|0.800,size,force,1.3005,0.006487040224471489,9.977613994384368,2.669762027394995,13.238165514754499,0.05373246681088674,0.475083840375968
size|force|78.00|0.00|0.800,size,force,1.3045,0.006480881663778323,9.97845703712808,2.6632873614890866,13.252504473852223,0.053896680331625986,0.4765261740784857
